135.100006,136.610001,134.490005,135.740005,220752500
136.679993,136.850006,135.710007,136.020004,150600000
135.169998,136.869995,135.110001,135.610001,153032400
134.309998,135.610001,133.910004,134.110001,163910000
134.020004,134.809998,133.130005,133.339996,207629300
133.940002,134.550003,132.800003,132.830002,207265500
132.860001,133.020004,130.789993,130.860001,247992900
131.369995,131.600006,129.550003,129.740005,319615900
130.160004,132.020004,129.949997,131.970001,177861100
132.309998,133.229996,131.339996,132.199997,197531200
131.25,132.460007,129.990005,132.270004,204958400
132.630005,132.839996,131.419998,132.529999,167357600
132.479996,132.850006,131.779999,132.100006,135465600
133.160004,133.929993,131.169998,133.699997,152883500
132.559998,133.690002,131.490005,131.759995,162370400
131.710007,132.449997,130.339996,131.470001,196186000
129.410004,131.5,128.160004,128.160004,253240900
128.389999,128.740005,127.139999,128.100006,202545800
127.849998,129.259995,127.779999,129.070007,164149400
129.970001,132.029999,129.929993,131.970001,184202800
133.470001,133.529999,131.779999,132.050003,184772700
131.710007,133.130005,131.289993,133.100006,143915400
134.169998,134.25,131.279999,131.410004,169756100
131.789993,133.009995,131.160004,132.919998,181931800
132.529999,133.360001,131.619995,132.070007,172223900
132.339996,134,131.979996,133.470001,230615500
133.380005,134.259995,133.100006,134.139999,169444500
133.580002,134.729996,133.279999,134.399994,131360900
135.080002,136.25,134.369995,135.699997,137382600
135.710007,136.100006,134.270004,135.479996,206451800
135.639999,135.779999,132.330002,132.440002,205272200
133.130005,133.710007,132.619995,133.460007,130029200
132.050003,132.100006,130.850006,131.320007,146375700
131.699997,132.380005,130.929993,131.979996,141634000
132.419998,133.429993,131.970001,133.169998,108088000
132.289993,132.990005,131.279999,132.789993,169242100
135.199997,136.270004,134.850006,136.100006,212250900
136.479996,136.649994,135.520004,136.509995,129524500
136.479996,137.509995,136.339996,137.410004,80450000
136.899994,137.800003,136.289993,136.789993,126177500
135.470001,135.770004,134.850006,135.490005,151192100
135.380005,135.570007,134.699997,135.320007,103780500
136.009995,136.229996,133.679993,134.139999,167884800
134.210007,134.600006,133.380005,134.160004,141733400
133.380005,134.229996,132.600006,133.509995,143583200
133.860001,135.889999,133.839996,135.75,129642600
135.440002,135.830002,134.899994,135.429993,97525200
135.970001,136.639999,134.550003,136.360001,138860300
136.039993,137.639999,135.960007,137.369995,113349700
137.649994,138.179993,137.210007,137.729996,129847300
136.949997,137.160004,136.320007,136.470001,142904500
134.470001,136.380005,133.839996,135.089996,145210900
135.190002,135.25,133.029999,133.929993,173301200
134.210007,134.559998,133.25,133.960007,129122300
135.889999,136.460007,135.259995,136.169998,156526500
136.889999,139.070007,136.139999,138.679993,236768900
138.520004,139.339996,138.270004,138.679993,106782000
138.490005,138.869995,137.710007,137.710007,120575900
138.699997,138.729996,137.399994,137.589996,138293800
136.550003,137.570007,135.580002,136.639999,199556600
138.559998,139.639999,136.679993,139.350006,157825000
139.720001,140.169998,139.559998,139.619995,86326200
140.179993,140.919998,140.029999,140.320007,109545100
139.850006,140.649994,139.809998,140.490005,89754700
140.289993,140.889999,140.149994,140.610001,90291700
140.039993,140.889999,139.809998,140.839996,99792700
140.600006,140.839996,140.039993,140.770004,79426900
141.289993,141.380005,140.369995,140.789993,102379400
140.639999,141.190002,140.550003,140.949997,71085900
141.149994,142.160004,140.800003,141.990005,112014200
142.229996,142.300003,141.860001,142.179993,90813700
141.979996,142.220001,141.589996,142.190002,78255700
142.539993,143.089996,141.449997,141.759995,105581100
141.399994,142.050003,141.070007,141.820007,133243500
141.470001,141.479996,140.440002,140.660004,111466400
140.309998,141.830002,140.220001,141.509995,99481200
141.889999,142.080002,141.339996,141.539993,68785900
141.179993,141.839996,140.970001,141.399994,75689600
141.520004,141.889999,141.119995,141.509995,65421300
140.899994,140.940002,140.190002,140.490005,96589900
141.289993,141.820007,140.360001,141.160004,151970400
141.039993,141.460007,140.130005,141.029999,120226200
141.089996,141.470001,140.630005,140.910004,100660300
141.759995,143.779999,141.75,143.770004,158272500
144.009995,144.389999,143.880005,144.330002,107272100
144.190002,144.440002,143.460007,143.509995,86458500
143.600006,144.369995,143.559998,143.910004,88760000
144.389999,144.550003,143.899994,144.389999,87640900
144.369995,147.039993,143.990005,146.589996,225470200
146.880005,148.110001,146.759995,147.240005,169777000
146.940002,147.190002,146.369995,146.740005,119427800
146.490005,146.809998,146.25,146.619995,98326600
146.789993,147.169998,146.410004,146.699997,128318300
146.029999,146.789993,145.630005,146.710007,154009800
146.639999,146.669998,145.809998,145.869995,108737500
145.149994,145.979996,145.039993,145.649994,95682000
145.960007,146.240005,144.059998,144.100006,133165200
144.070007,144.110001,142.949997,143.289993,146502200
143.889999,144.970001,143.509995,144.639999,111830300
144.089996,144.559998,143.460007,143.970001,150696100
144.520004,145.690002,144.009995,144.350006,135911200
144.919998,145.149994,143.830002,144.5,113422200
144.889999,145.429993,144.130005,145.089996,121283100
145.639999,146.339996,145.440002,146.130005,124311600
146.910004,147.160004,145.699997,146.139999,124842100
145.600006,146.119995,145.309998,145.639999,78415400
145.529999,145.649994,144.149994,144.199997,148872900
144.179993,144.320007,143.089996,143.279999,124247500
144.279999,144.490005,143.330002,143.360001,123601500
143.460007,143.949997,142.580002,142.889999,124181900
143.229996,144.229996,142.770004,144.080002,107689100
144.759995,145.639999,144.660004,145.539993,108815500
145.639999,146.320007,145.419998,146.199997,128834100
145.820007,146.520004,145.330002,145.820007,148108500
145.550003,145.559998,143.050003,143.389999,185645200
143.149994,143.669998,142.279999,143.410004,125578600
141.860001,142.059998,140.830002,141.419998,192056300
141.929993,142.100006,140.800003,141.020004,120179400
142.020004,142.279999,140.570007,141.429993,134457400
141.300003,141.839996,140.389999,141.350006,146023500
141.850006,142.029999,140.679993,141.350006,103438500
141.649994,143.009995,141.520004,142.830002,100995600
143.679993,143.720001,141.410004,141.559998,137702200
141.350006,142.169998,140.929993,141.850006,98378500
142.279999,143.520004,142.130005,142.960007,107068100
141.660004,141.679993,139.059998,139.720001,264304500
139.699997,140.410004,137.929993,138.039993,181517300
137.619995,139.440002,137.550003,138.160004,201055300
138.589996,138.809998,137.960007,138.270004,97677500
137.539993,139.25,137.360001,137.789993,123018300
138.210007,138.429993,135.619995,135.929993,191505000
135.979996,136.490005,135.179993,135.699997,178128400
135.899994,136.639999,134.699997,136.369995,239483900
137.899994,139.149994,136.410004,139.130005,151495800
138.910004,139.419998,138.080002,139.190002,119807400
139.309998,139.570007,139.029999,139.449997,81710800
140.130005,141.399994,140.039993,141.350006,65409200
